id,nombre_completo,edad,provincia,nivel_educativo,horas_estudio_semana,asistencia_%,internet_en_casa,nivel_socioeconomico,promedio_final
1509,Valero Saavedra Miralles,23,Chimborazo,Bachillerato,16,78.8,False,Bajo,4.32
1510,Virginia del Valverde,15,Manabi,Secundaria,4,98.0,False,Bajo,4.98
1511,Ceferino Montes Ordóñez,22,Manabi,Secundaria,0,88.0,True,Medio,4.38
1512,Rogelio Garrido Villalonga,18,Manabi,Bachillerato,36,63.9,True,Bajo,5.57
1513,Ciriaco Valle Egea,25,Esmeraldas,Secundaria,30,50.1,True,Alto,3.97
1514,Quirino Palomino Crespi,20,Guayas,Secundaria,2,73.0,False,Alto,3.39
1515,Maximiliano Godoy Millán,25,Loja,Secundaria,11,96.6,True,Alto,6.11
1516,Ester del Lorenzo,18,Esmeraldas,Bachillerato,16,92.7,False,Bajo,5.81
1517,Ricarda Arias Borrás,23,Manabi,Bachillerato,20,86.9,True,Alto,6.37
1518,Porfirio Medina Solís,16,Esmeraldas,Secundaria,36,85.4,False,Bajo,6.39
1519,Anunciación Anunciación Campo Llamas,25,Manabi,Bachillerato,37,97.4,False,Alto,6.65
1520,Cebrián Teruel-Aragonés,18,Esmeraldas,Secundaria,10,68.2,True,Alto,4.5
1521,Clarisa Galán Mate,22,Guayas,Bachillerato,2,77.6,True,Alto,3.79
1522,Darío Esparza Téllez,22,Esmeraldas,Bachillerato,3,67.9,True,Medio,4.5
1523,Carmina del Prada,22,Loja,Bachillerato,40,98.7,True,Medio,6.65
1524,Apolinar Leoncio Moll Montoya,25,Loja,Bachillerato,9,53.2,True,Medio,3.2
1525,Candelas Paz Galvez,18,Manabi,Secundaria,11,73.3,True,Medio,4.66
1526,Mirta Crespo Navas,18,Chimborazo,Secundaria,32,72.5,True,Bajo,5.4
1527,Gilberto Armengol,22,Loja,Secundaria,30,74.3,False,Medio,5.8
1528,Luis Palomo Ribes,22,Chimborazo,Secundaria,0,69.5,False,Alto,4.22
1529,Ricarda Santamaría Fábregas,18,Loja,Bachillerato,13,86.5,True,Bajo,4.74
1530,Genoveva Solano Aguiló,20,Tungurahua,Bachillerato,18,74.3,True,Medio,5.03
1531,Vilma Calixta Andreu Chaves,23,Guayas,Secundaria,27,69.3,True,Medio,5.24
1532,Felix Rovira,20,Manabi,Secundaria,14,96.7,True,Bajo,5.85
1533,José Mari Azcona Mir,20,Tungurahua,Secundaria,38,82.1,True,Bajo,6.12
1534,Óscar Izquierdo Aguiló,22,Guayas,Secundaria,8,64.5,False,Bajo,3.89
1535,Samuel Baeza,24,Pichincha,Bachillerato,23,52.0,True,Bajo,4.24
1536,Leonel Abella Espinosa,16,Pichincha,Secundaria,11,71.9,False,Bajo,3.52
1537,Edelmira Hierro-Terrón,23,Esmeraldas,Bachillerato,16,67.5,True,Bajo,5.33
1538,Micaela Lara Borrell,20,Esmeraldas,Bachillerato,9,67.5,True,Bajo,3.09
1539,Ruth Barreda Parejo,22,Esmeraldas,Bachillerato,5,82.8,False,Alto,3.2
1540,Aránzazu Farré,15,Esmeraldas,Bachillerato,14,73.2,False,Medio,3.46
1541,Alejandro Alberto Rodriguez Herranz,20,Loja,Bachillerato,17,51.7,True,Bajo,4.21
1542,Maite Ricart Carrión,16,Esmeraldas,Bachillerato,30,87.8,False,Bajo,6.16
1543,Ruben Santamaria-Ros,18,Manabi,Bachillerato,24,98.1,False,Bajo,6.4
1544,Morena Pascual Fuente,21,Pichincha,Secundaria,40,73.2,False,Alto,6.17
1545,Lorenzo Linares Pagès,16,Guayas,Secundaria,5,76.5,True,Bajo,3.81
1546,Ciro Perera Silva,24,Tungurahua,Bachillerato,10,82.2,False,Medio,5.64
1547,Rosalía del Jáuregui,24,Pichincha,Secundaria,2,71.1,True,Alto,3.81
1548,Flora Acevedo Marí,20,Loja,Secundaria,9,86.4,False,Bajo,5.81
1549,Severo Fuente,16,Chimborazo,Bachillerato,18,55.1,False,Medio,4.11
1550,Jacobo de Rodriguez,20,Tungurahua,Secundaria,30,70.8,True,Alto,4.93
1551,Alma Estrada Tenorio,24,Tungurahua,Secundaria,1,95.8,False,Medio,4.66
1552,Ainoa de Herrero,17,Manabi,Bachillerato,38,65.4,True,Bajo,5.38
1553,Rómulo Amigó Sastre,18,Guayas,Bachillerato,31,53.3,False,Medio,4.94
1554,Ofelia Sastre,15,Esmeraldas,Secundaria,28,89.9,False,Alto,6.19
1555,Isidora Almeida Font,21,Pichincha,Secundaria,21,92.6,False,Bajo,6.08
1556,Cristian Rómulo Santamaría Aguilera,24,Pichincha,Secundaria,1,76.1,True,Bajo,4.52
1557,Anunciación del Aparicio,17,Pichincha,Secundaria,23,64.9,True,Alto,5.07
1558,Plácido Felix Belmonte Real,21,Manabi,Bachillerato,7,72.4,True,Bajo,4.45
1559,Rogelio Alcántara Maldonado,25,Tungurahua,Bachillerato,28,66.2,False,Medio,5.39
1560,Juan Manuel Cabañas Gual,21,Guayas,Bachillerato,30,61.3,True,Bajo,4.98
1561,Espiridión del Viana,20,Manabi,Secundaria,37,98.5,True,Medio,6.79
1562,Leandra Acosta Esteve,24,Tungurahua,Secundaria,15,96.7,True,Alto,5.43
1563,Coral Itziar Lucas Alfaro,24,Manabi,Secundaria,0,59.7,True,Medio,3.33
1564,Leocadio Olivares,21,Esmeraldas,Bachillerato,36,58.2,True,Alto,4.57
1565,Azahar de Becerra,22,Manabi,Bachillerato,6,92.5,True,Medio,5.69
1566,Luisa Nieto,24,Manabi,Bachillerato,33,85.3,True,Medio,5.85
1567,Inmaculada de Godoy,15,Guayas,Secundaria,29,50.4,True,Bajo,3.63
1568,Guillermo Villanueva Cobos,24,Manabi,Secundaria,13,64.4,False,Medio,3.81
1569,Sergio Jose Osorio Ricart,15,Manabi,Secundaria,19,53.8,True,Bajo,3.72
1570,Marcelino Agudo Cazorla,24,Esmeraldas,Secundaria,29,82.1,False,Medio,6.32
1571,Teodoro Ramón Luís Macías,22,Loja,Secundaria,24,57.9,False,Alto,3.91
1572,Lidia Alcalde Viñas,17,Loja,Secundaria,10,77.7,True,Medio,5.36
1573,César Peral Arrieta,22,Manabi,Secundaria,20,75.0,False,Medio,4.6
1574,Socorro Cuesta Pascual,17,Tungurahua,Secundaria,16,88.2,False,Medio,5.97
1575,Anunciación Casanova Gomis,23,Esmeraldas,Bachillerato,13,82.3,True,Medio,4.77
1576,Benigno Cordero Uría,18,Tungurahua,Bachillerato,36,73.7,False,Alto,4.64
1577,Reina Lerma Landa,16,Tungurahua,Bachillerato,25,53.0,True,Medio,3.14
1578,Gerardo de Madrigal,18,Guayas,Secundaria,37,72.0,False,Medio,5.71
1579,Ruy de Arroyo,18,Chimborazo,Bachillerato,10,75.1,False,Bajo,4.6
1580,Felix Busquets Gil,19,Guayas,Secundaria,33,75.7,True,Bajo,6.12
1581,Dalila Capdevila Reguera,17,Pichincha,Secundaria,38,60.9,True,Bajo,5.93
1582,Rosendo Fuente-Laguna,22,Chimborazo,Bachillerato,35,60.4,True,Medio,5.1
1583,Alex Hervia-Rosselló,24,Pichincha,Bachillerato,33,84.1,True,Bajo,5.88
1584,Petrona Amor Saez Fortuny,24,Tungurahua,Bachillerato,2,94.9,False,Alto,4.5
1585,Olegario Tormo Pera,22,Guayas,Secundaria,35,95.0,False,Bajo,7.16
1586,Corona Agullo,16,Guayas,Secundaria,20,82.2,False,Alto,5.75
1587,Evaristo Guillermo Abascal Cuevas,20,Chimborazo,Bachillerato,35,81.9,False,Medio,5.98
1588,Marcia Dafne Gallardo López,18,Esmeraldas,Secundaria,30,63.4,True,Alto,4.37
1589,Mireia Giner Ochoa,20,Loja,Secundaria,10,80.6,True,Alto,5.36
1590,Paola del Barriga,15,Manabi,Secundaria,0,75.3,True,Alto,4.18
1591,Segismundo Cervantes Casares,15,Loja,Secundaria,37,89.0,True,Medio,6.09
1592,Sebastián Tamayo Diego,15,Loja,Secundaria,5,60.6,True,Alto,3.14
1593,Carmen Dalmau Amor,22,Chimborazo,Bachillerato,16,53.5,False,Medio,3.8
1594,Rosario Prats Palomino,21,Tungurahua,Secundaria,2,55.8,False,Medio,2.5
1595,Cloe Blázquez Nicolau,21,Pichincha,Secundaria,20,61.6,False,Medio,4.64
1596,Sabas Carbajo Perales,23,Pichincha,Bachillerato,4,70.8,False,Alto,5.12
1597,Regina de Peral,18,Chimborazo,Bachillerato,22,58.7,True,Medio,4.83
1598,Marino Nogueira Carrasco,23,Loja,Bachillerato,35,59.0,False,Medio,5.11
1599,Marcial Bolaños Arellano,22,Guayas,Bachillerato,4,76.9,False,Bajo,3.66
1600,Loida Olivera-Quirós,17,Tungurahua,Bachillerato,6,71.4,False,Bajo,4.2
1601,Asunción Vallés Bauzà,17,Pichincha,Secundaria,33,55.8,True,Alto,4.76
1602,Cristian del Salcedo,23,Manabi,Bachillerato,21,92.8,True,Medio,5.42
1603,Régulo Ferrando-Bayona,23,Guayas,Secundaria,16,97.6,True,Bajo,5.03
1604,Encarna Aragón Adán,15,Chimborazo,Secundaria,38,86.1,True,Bajo,6.85
1605,Néstor Rivas Barros,16,Chimborazo,Secundaria,40,57.0,False,Bajo,5.81
1606,Teófilo del Montes,19,Guayas,Secundaria,9,82.0,True,Alto,5.03
1607,Ximena Verónica Catalán Pino,20,Tungurahua,Secundaria,32,53.8,False,Medio,5.1
1608,Salomé Llopis Pozuelo,22,Pichincha,Secundaria,32,63.8,False,Alto,5.12
1609,Lupita Dueñas Merino,23,Guayas,Secundaria,29,81.6,False,Medio,5.75
1610,Horacio Amador Ochoa Sarabia,18,Chimborazo,Bachillerato,2,87.2,True,Alto,3.95
1611,Angelino de Segura,15,Pichincha,Bachillerato,26,74.4,True,Bajo,5.36
1612,Sol Tovar Corbacho,22,Chimborazo,Secundaria,32,80.4,True,Bajo,5.16
1613,Elisabet Arranz Castro,24,Tungurahua,Bachillerato,33,61.5,True,Alto,5.54
1614,Almudena Araujo Ramón,18,Esmeraldas,Bachillerato,25,80.7,True,Medio,5.85
1615,Victor Manuel Murcia Cabeza,25,Esmeraldas,Bachillerato,17,91.1,False,Medio,5.03
1616,Maxi Arregui Hoyos,17,Tungurahua,Secundaria,35,83.4,False,Alto,5.46
1617,Consuela Aguado,20,Chimborazo,Bachillerato,12,53.7,True,Bajo,4.14
1618,Isabela Pinilla-Santos,22,Pichincha,Bachillerato,20,59.8,False,Medio,4.14
1619,Aurora Otero-Montaña,19,Esmeraldas,Secundaria,35,67.2,True,Alto,5.89
1620,Teófilo Cornejo Silva,18,Loja,Bachillerato,0,93.0,False,Medio,3.8
1621,Baldomero Paniagua-Sosa,21,Manabi,Bachillerato,7,82.9,False,Medio,4.8
1622,Adriana de Roma,21,Pichincha,Secundaria,25,74.7,True,Bajo,6.03
1623,Tiburcio Baquero Ballesteros,15,Guayas,Secundaria,26,76.4,True,Alto,5.99
1624,Glauco Benet,15,Manabi,Secundaria,17,90.5,False,Medio,6.2
1625,Blanca Carrasco Riba,17,Manabi,Secundaria,17,61.4,True,Alto,4.74
1626,Emma Huertas,19,Manabi,Bachillerato,24,57.7,True,Alto,3.79
1627,Valentín Alberdi Conde,17,Chimborazo,Secundaria,38,86.3,False,Medio,6.6
1628,Marcial Verdú Pineda,19,Pichincha,Bachillerato,6,55.7,True,Medio,3.94
1629,Iván Blasco Nogueira,20,Manabi,Secundaria,1,58.1,True,Bajo,3.34
1630,Lalo Baró,25,Pichincha,Bachillerato,13,97.5,False,Alto,5.09
1631,Ramón Ochoa-Jerez,25,Esmeraldas,Secundaria,1,67.4,False,Alto,3.16
1632,Sonia Reina,22,Chimborazo,Bachillerato,17,63.6,True,Alto,4.97
1633,Cecilio Castelló,16,Pichincha,Bachillerato,19,71.9,False,Bajo,4.24
1634,Lorena de Alcántara,20,Pichincha,Secundaria,4,87.4,True,Medio,4.74
1635,Iris Ricart,16,Guayas,Bachillerato,21,55.7,False,Bajo,4.31
1636,Jose Antonio Antonio Nogueira Colom,17,Esmeraldas,Secundaria,22,56.1,True,Bajo,4.07
1637,Cleto Conde Rico,20,Chimborazo,Secundaria,40,92.8,True,Bajo,6.7
1638,Cristóbal Ibarra Vilanova,19,Loja,Bachillerato,7,80.6,False,Bajo,4.52
1639,Jose Angel Morell Huguet,19,Manabi,Secundaria,18,56.0,False,Alto,4.77
1640,Urbano Ferrando Rojas,25,Guayas,Secundaria,18,78.2,False,Alto,5.05
1641,Nacio del Arroyo,18,Esmeraldas,Secundaria,12,80.4,True,Medio,4.78
1642,Jesusa Morán,20,Esmeraldas,Secundaria,0,56.3,True,Alto,3.96
1643,Maximino Perelló Vilaplana,25,Pichincha,Secundaria,20,82.6,False,Alto,5.38
1644,Jose Ramón Montserrat,17,Esmeraldas,Secundaria,21,52.4,True,Bajo,4.01
1645,Dionisio Acevedo Barrios,21,Esmeraldas,Bachillerato,11,55.3,False,Alto,3.27
1646,Vera Pla Rosell,20,Loja,Bachillerato,20,93.4,False,Alto,6.06
1647,Florencia Carlos Marcos,18,Guayas,Bachillerato,0,52.8,False,Medio,2.94
1648,Trinidad Nogués Hernandez,23,Esmeraldas,Bachillerato,9,79.9,False,Bajo,4.6
1649,Piedad Carrasco Giralt,19,Manabi,Secundaria,27,83.6,True,Bajo,5.46
1650,Ariel Seguí España,15,Tungurahua,Secundaria,34,57.0,False,Alto,5.07
1651,Dulce Cabrero Canet,24,Loja,Bachillerato,32,56.4,True,Medio,4.94
1652,Florentina Salinas Aragón,24,Manabi,Bachillerato,33,76.4,True,Bajo,6.07
1653,Juan Francisco Aguilar-Hoyos,15,Pichincha,Secundaria,20,69.1,True,Bajo,5.13
1654,Abilio Pou Gonzalez,23,Pichincha,Bachillerato,37,89.8,False,Bajo,5.97
1655,Isidora Roig,17,Guayas,Secundaria,39,72.0,False,Medio,5.38
1656,Amalia Villalba Rico,24,Tungurahua,Secundaria,35,83.9,False,Bajo,6.26
1657,Marisol Alvarez Gisbert,20,Loja,Bachillerato,12,98.5,False,Alto,5.86
1658,Che de Barón,17,Esmeraldas,Secundaria,32,96.7,True,Bajo,6.78
1659,Ruperto Sosa Berrocal,20,Pichincha,Bachillerato,29,64.9,False,Alto,6.04
1660,Gracia Echeverría Baeza,24,Tungurahua,Secundaria,40,96.4,True,Bajo,6.79
1661,Ámbar Sans Segarra,24,Tungurahua,Secundaria,20,91.9,True,Medio,5.79
1662,Remigio Cortina Valverde,19,Chimborazo,Bachillerato,2,72.3,False,Bajo,3.18
1663,Encarnacion Balaguer Arco,21,Tungurahua,Bachillerato,8,69.9,False,Bajo,4.45
1664,Quique Cánovas,23,Manabi,Secundaria,24,72.5,False,Bajo,6.03
1665,Amanda Arnau Palmer,19,Chimborazo,Secundaria,9,76.4,False,Bajo,4.69
1666,Flavia Redondo Ortega,17,Pichincha,Bachillerato,8,98.9,True,Alto,5.19
1667,Gregorio Diéguez,18,Guayas,Secundaria,28,76.4,True,Bajo,5.51
1668,Esther Serrano Aragón,24,Tungurahua,Bachillerato,3,70.2,True,Alto,4.44
1669,Dalila Catalina Azorin Nogueira,19,Pichincha,Bachillerato,34,95.8,True,Bajo,6.55
1670,José Antonio Sacristán Luís,15,Pichincha,Secundaria,7,95.8,False,Medio,5.39
1671,Emperatriz Blanch Fabregat,17,Chimborazo,Bachillerato,21,82.5,True,Bajo,5.33
1672,Tadeo Rozas Cabeza,25,Tungurahua,Secundaria,37,51.9,True,Medio,5.28
1673,Rodolfo Laguna Guerrero,19,Esmeraldas,Bachillerato,34,72.8,False,Bajo,5.27
1674,Luis Ángel Rincón Pelayo,23,Esmeraldas,Secundaria,28,81.0,False,Bajo,6.95
1675,Marco Casanovas Teruel,20,Tungurahua,Secundaria,14,77.7,True,Medio,4.75
1676,Vilma Coello Monreal,22,Pichincha,Bachillerato,22,58.6,False,Alto,4.25
1677,Martín Quevedo Gárate,25,Loja,Secundaria,38,82.0,False,Medio,5.22
1678,Teobaldo Marti,22,Esmeraldas,Bachillerato,16,66.5,True,Medio,3.89
1679,Amanda Hierro-Cerro,24,Tungurahua,Bachillerato,28,73.0,False,Alto,5.47
1680,Buenaventura de Adán,25,Manabi,Bachillerato,20,60.7,True,Alto,3.5
1681,Dani Murillo Muñoz,20,Tungurahua,Secundaria,11,68.9,False,Alto,3.58
1682,Eva Íngrid Caballero Rey,20,Tungurahua,Bachillerato,36,66.9,False,Bajo,5.65
1683,Teodosio de Anguita,17,Chimborazo,Bachillerato,16,83.8,True,Medio,5.1
1684,Aristides Quirós,17,Manabi,Secundaria,22,86.6,True,Alto,4.83
1685,Itziar Aguirre Querol,15,Guayas,Secundaria,33,57.4,False,Bajo,5.51
1686,Remedios Molina Roca,22,Pichincha,Bachillerato,33,53.7,False,Bajo,4.77
1687,Aitor Peral Jódar,21,Guayas,Bachillerato,21,83.7,True,Medio,4.94
1688,Narciso Borrás Agustín,17,Guayas,Bachillerato,30,81.5,False,Bajo,4.97
1689,Quirino del Velázquez,20,Pichincha,Bachillerato,2,64.5,False,Alto,4.15
1690,Sosimo Acuña,15,Guayas,Secundaria,8,64.2,False,Alto,3.37
1691,Nicodemo Rebollo Aguilar,20,Loja,Secundaria,37,84.6,False,Alto,7.02
1692,Manu Arribas Laguna,19,Esmeraldas,Bachillerato,15,68.2,True,Bajo,4.65
1693,Mohamed Guijarro Marquez,25,Pichincha,Bachillerato,39,78.9,True,Alto,6.52
1694,Óscar Torrijos,16,Guayas,Bachillerato,12,96.5,False,Bajo,5.36
1695,Constanza Bilbao Bolaños,15,Chimborazo,Bachillerato,22,57.3,False,Medio,4.87
1696,Fortunato Rey Doménech,21,Pichincha,Secundaria,18,80.4,True,Medio,5.12
1697,Onofre de Coll,16,Guayas,Bachillerato,29,97.3,True,Medio,6.38
1698,Hernando Palacios-Mariscal,25,Loja,Bachillerato,15,90.1,True,Bajo,6.15
1699,Héctor Goicoechea Girón,21,Esmeraldas,Secundaria,28,62.4,False,Bajo,5.06
1700,Mariano Tello Ayuso,23,Manabi,Bachillerato,28,90.7,False,Medio,5.99
1701,Carlito Vilaplana-Ramón,25,Manabi,Secundaria,10,66.5,True,Bajo,4.81
1702,Graciana Marisela Izquierdo Hoz,16,Tungurahua,Bachillerato,39,91.0,False,Alto,6.27
1703,Ricardo Carlos Pavón Rivas,22,Guayas,Secundaria,32,92.2,False,Medio,6.23
1704,Mateo Diego,18,Manabi,Bachillerato,23,70.8,True,Alto,4.78
1705,Wálter Aliaga Ferrán,24,Pichincha,Secundaria,22,73.6,True,Bajo,5.92
1706,Amancio Samper-Pablo,15,Esmeraldas,Bachillerato,38,96.7,True,Medio,6.65
1707,Eligio Jordá Molina,25,Chimborazo,Bachillerato,38,84.1,True,Medio,6.34
1708,Nerea Salom Doménech,18,Manabi,Secundaria,28,78.8,False,Alto,5.73
1709,Urbano de Carballo,15,Guayas,Secundaria,3,87.0,False,Medio,4.63
1710,Consuelo Cazorla Pedraza,23,Manabi,Bachillerato,26,58.1,False,Alto,4.37
1711,Macario Valle Colomer,16,Manabi,Bachillerato,37,71.8,False,Bajo,5.05
1712,José Ángel Trillo Campos,24,Esmeraldas,Bachillerato,40,99.8,True,Alto,7.24
1713,Nicolás Cámara Azcona,21,Chimborazo,Bachillerato,3,88.6,False,Bajo,4.34
1714,Sergio Cabeza Iriarte,17,Loja,Bachillerato,24,64.4,True,Bajo,4.19
1715,Marianela Sandoval Robledo,22,Loja,Bachillerato,14,82.4,False,Alto,4.7
1716,Alba Carpio Giralt,19,Pichincha,Bachillerato,33,55.3,True,Alto,4.97
1717,Elvira Anaya Prieto,22,Pichincha,Secundaria,27,86.8,False,Bajo,5.47
1718,Rubén Serrano Espinosa,20,Tungurahua,Bachillerato,25,69.9,True,Bajo,4.73
1719,Martirio Primitiva Perales Arranz,21,Guayas,Bachillerato,18,64.6,True,Medio,3.93
1720,José Manuel Ruy Robles Galván,24,Guayas,Secundaria,19,93.6,False,Bajo,5.76
1721,Hermenegildo de Merino,21,Esmeraldas,Secundaria,38,72.0,False,Alto,5.91
1722,Macario Lara Aguilera,24,Tungurahua,Secundaria,7,52.2,True,Bajo,3.98
1723,Néstor Gil Domínguez,16,Chimborazo,Bachillerato,26,53.5,True,Medio,3.86
1724,Noé Aguilar Gallart,24,Tungurahua,Bachillerato,37,94.3,False,Bajo,6.65
1725,Samuel Castejón Ugarte,21,Tungurahua,Secundaria,2,80.8,False,Bajo,3.31
1726,Sebastián Pera Fernandez,21,Tungurahua,Bachillerato,26,62.9,True,Bajo,5.07
1727,Luciana Isabel Ferrán Arias,25,Loja,Secundaria,8,79.7,False,Bajo,4.71
1728,Encarnación Villaverde-Ojeda,24,Loja,Bachillerato,28,91.0,False,Alto,5.77
1729,Vinicio de Durán,23,Loja,Secundaria,14,64.3,True,Alto,4.38
1730,Cornelio Estevez Teruel,16,Guayas,Secundaria,3,69.3,True,Bajo,3.4
1731,Julio del Baró,17,Guayas,Secundaria,33,92.1,True,Bajo,6.65
1732,Soledad Vicente Pereira,18,Tungurahua,Bachillerato,39,66.1,True,Medio,5.93
1733,José del Barragán,25,Pichincha,Secundaria,16,81.4,False,Bajo,4.6
1734,Reynaldo Heriberto Carlos Gárate,19,Guayas,Secundaria,38,90.1,False,Bajo,5.77
1735,Miguel Real Piñeiro,23,Esmeraldas,Secundaria,13,75.9,True,Medio,4.72
1736,Edelmiro Salcedo Gutierrez,25,Loja,Bachillerato,40,82.3,True,Medio,5.96
1737,Emperatriz Bustamante Toro,25,Pichincha,Bachillerato,19,68.2,False,Bajo,4.59
1738,Victor Manuel Anguita Varela,17,Tungurahua,Bachillerato,3,69.9,True,Alto,4.06
1739,Almudena Tejero Gomis,17,Loja,Bachillerato,18,81.3,True,Bajo,5.89
1740,Alonso de Pinto,17,Pichincha,Secundaria,29,54.7,True,Medio,3.86
1741,Haroldo Llopis Campo,15,Guayas,Secundaria,32,73.6,True,Bajo,5.4
1742,Cruz Grande Neira,25,Pichincha,Secundaria,40,76.5,False,Alto,5.4
1743,Buenaventura Patricio Maldonado Acevedo,19,Esmeraldas,Bachillerato,14,89.5,False,Bajo,5.45
1744,Alba de Ortiz,19,Manabi,Secundaria,1,75.9,False,Alto,4.01
1745,Ildefonso Villaverde Garcés,20,Guayas,Bachillerato,26,90.5,False,Bajo,6.37
1746,Alexandra Nilda Caro Sabater,21,Guayas,Bachillerato,9,58.6,False,Medio,4.33
1747,Baldomero Cañete Robles,23,Esmeraldas,Secundaria,7,86.1,True,Medio,5.01
1748,Lucio Conesa-Castillo,20,Guayas,Bachillerato,27,56.8,True,Medio,3.92
1749,Lupe del Salinas,23,Manabi,Secundaria,19,53.2,True,Medio,4.23
1750,Patricio Castro Pedrosa,23,Tungurahua,Secundaria,37,82.4,True,Medio,6.06
1751,Francisco Jose Pombo Talavera,22,Loja,Secundaria,31,93.9,True,Bajo,7.23
1752,Cristian Adadia Ariño,24,Chimborazo,Bachillerato,29,68.5,False,Bajo,4.99
1753,Jaime Marqués Quirós,17,Esmeraldas,Secundaria,2,95.7,True,Bajo,5.92
1754,Hermenegildo Ayala Camacho,16,Esmeraldas,Secundaria,28,51.0,True,Alto,5.7
1755,Odalis Carmona Franco,20,Tungurahua,Secundaria,36,79.4,False,Alto,4.61
1756,Julio Palomares Campos,17,Tungurahua,Secundaria,33,83.4,False,Bajo,6.69
1757,Coral León,23,Tungurahua,Bachillerato,40,95.3,True,Alto,6.43
1758,Fanny María Pilar Uriarte Torrent,25,Manabi,Secundaria,23,55.6,False,Alto,4.33
1759,Ainara Grande-Barberá,15,Chimborazo,Secundaria,40,95.3,True,Bajo,7.49
1760,Rosario Caballero Juliá,15,Manabi,Bachillerato,16,64.2,True,Medio,3.51
1761,Belen Peinado-Gutiérrez,18,Tungurahua,Bachillerato,11,54.9,True,Alto,4.13
1762,Arsenio Cabrera Nicolau,18,Loja,Secundaria,18,59.7,True,Medio,4.99
1763,Jose Luis Sáenz,19,Loja,Bachillerato,19,64.3,True,Medio,4.92
1764,Dorotea Cañellas Arenas,22,Guayas,Secundaria,40,92.6,True,Alto,6.7
1765,León Torrent Roldán,20,Pichincha,Secundaria,32,74.7,True,Alto,5.74
1766,Eva María Vendrell Vélez,16,Pichincha,Bachillerato,14,82.5,False,Medio,4.91
1767,Gonzalo Riba,15,Chimborazo,Secundaria,25,95.3,False,Alto,5.67
1768,Priscila Gomez,20,Esmeraldas,Secundaria,31,51.7,False,Bajo,5.06
1769,Elisabet Velázquez,23,Pichincha,Secundaria,1,97.4,True,Bajo,4.36
1770,Tito Barón Taboada,19,Manabi,Bachillerato,31,98.4,True,Bajo,6.22
1771,Julio César Cervantes,15,Chimborazo,Secundaria,21,88.2,True,Bajo,6.16
1772,Édgar Caro Valcárcel,22,Loja,Secundaria,12,54.2,True,Alto,3.01
1773,Ramona Bertrán-Huerta,24,Esmeraldas,Secundaria,8,59.3,False,Bajo,3.56
1774,Tomasa Pellicer Álvaro,25,Manabi,Bachillerato,20,59.3,False,Bajo,3.6
1775,Nico Iborra Aramburu,25,Guayas,Secundaria,0,65.7,True,Bajo,4.73
1776,Noelia Corbacho Peralta,23,Manabi,Secundaria,3,75.1,True,Medio,4.52
1777,Inocencio Álvaro Bayo,18,Chimborazo,Secundaria,6,88.7,False,Alto,4.96
1778,Dulce del Botella,23,Loja,Secundaria,7,59.4,True,Alto,3.81
1779,Camilo Escalona,20,Manabi,Secundaria,15,96.5,False,Medio,4.25
1780,Charo Ferrández Corral,25,Manabi,Bachillerato,12,73.5,False,Alto,3.47
1781,Hipólito Monreal,23,Pichincha,Secundaria,7,82.6,False,Bajo,4.51
1782,Paco Fernandez Pacheco,21,Manabi,Bachillerato,36,90.4,True,Bajo,6.06
1783,Olivia Alegre-Palacios,24,Esmeraldas,Bachillerato,1,91.2,True,Bajo,5.45
1784,Salomé Benavente Soriano,16,Esmeraldas,Secundaria,7,94.7,False,Alto,4.85
1785,Gilberto Montenegro Aguirre,16,Esmeraldas,Secundaria,26,64.7,True,Alto,5.11
1786,Imelda Garcia Sarmiento,25,Chimborazo,Bachillerato,28,77.0,True,Alto,6.08
1787,Hugo Wálter Vilanova Acevedo,23,Chimborazo,Secundaria,11,61.2,False,Alto,4.07
1788,María Madrid-Morell,15,Pichincha,Secundaria,17,88.4,True,Medio,5.78
1789,Onofre Español Esparza,21,Loja,Bachillerato,18,82.6,False,Medio,4.76
1790,Clementina Castillo Amo,15,Esmeraldas,Bachillerato,36,79.4,False,Alto,5.63
1791,Regina Morillo,20,Guayas,Bachillerato,27,93.4,True,Medio,5.95
1792,José Bello Ibarra,24,Chimborazo,Secundaria,33,50.4,True,Alto,4.4
1793,Tecla Rivera Alcántara,20,Chimborazo,Secundaria,8,99.5,True,Medio,4.98
1794,Roque Herberto Múgica Larrañaga,17,Esmeraldas,Secundaria,26,68.7,False,Alto,5.93
1795,Manu Baquero,25,Esmeraldas,Bachillerato,34,83.5,True,Bajo,6.26
1796,Agustina Sainz Navarro,23,Chimborazo,Bachillerato,28,74.3,False,Alto,4.4
1797,Tiburcio Gallardo,19,Pichincha,Bachillerato,14,60.6,False,Bajo,4.7
1798,Nazaret Vicens,23,Esmeraldas,Bachillerato,0,53.7,True,Alto,2.87
1799,Leocadia Olmedo Benito,16,Guayas,Bachillerato,17,65.7,False,Bajo,4.8
1800,Eric Giner-Checa,24,Guayas,Bachillerato,11,80.9,True,Alto,4.23
1801,Dan Morata Miró,24,Pichincha,Bachillerato,2,78.8,False,Medio,4.36
1802,Socorro del Garriga,17,Chimborazo,Bachillerato,1,67.0,True,Alto,3.58
1803,Reina Prado-Castañeda,19,Loja,Bachillerato,38,85.7,False,Bajo,6.91
1804,Alejandro Lopez Navarrete,23,Chimborazo,Secundaria,7,80.4,False,Alto,5.03
